State,County,Diocese,DioceseState,AlsoIn
TX,hidalgo,Diocese of Brownsville,TX,
TX,hill,Diocese of Fort Worth,TX,
TX,hockley,Diocese of Lubbock,TX,
TX,hood,Diocese of Fort Worth,TX,
TX,hopkins,Diocese of Tyler,TX,
TX,houston,Diocese of Tyler,TX,
TX,howard,Diocese of San Angelo,TX,
TX,hudspeth,Diocese of El Paso,TX,
TX,hunt,Diocese of Dallas,TX,
TX,hutchinson,Diocese of Amarillo,TX,
TX,irion,Diocese of San Angelo,TX,
TX,jack,Diocese of Fort Worth,TX,
TX,jackson,Diocese of Victoria,TX,
TX,jasper,Diocese of Beaumont,TX,
TX,jeff davis,Diocese of El Paso,TX,
TX,jefferson,Diocese of Beaumont,TX,
TX,jim hogg,Diocese of Laredo,TX,
TX,jim wells,Diocese of Corpus Christi,TX,
TX,johnson,Diocese of Fort Worth,TX,
TX,jones,Diocese of Lubbock,TX,
TX,karnes,Archdiocese of San Antonio,TX,
TX,kaufman,Diocese of Dallas,TX,
TX,kendall,Archdiocese of San Antonio,TX,
TX,kenedy,Diocese of Corpus Christi,TX,
TX,kent,Diocese of Lubbock,TX,
TX,kerr,Archdiocese of San Antonio,TX,
TX,kimble,Diocese of San Angelo,TX,
TX,king,Diocese of Lubbock,TX,
TX,kinney,Archdiocese of San Antonio,TX,
TX,kleberg,Diocese of Corpus Christi,TX,
TX,knox,Diocese of Fort Worth,TX,
TX,la salle,Diocese of Laredo,TX,
TX,lamar,Diocese of Tyler,TX,
TX,lamb,Diocese of Lubbock,TX,
TX,lampasas,Diocese of Austin,TX,
TX,lavaca,Diocese of Victoria,TX,
TX,lee,Diocese of Austin,TX,
TX,leon,Diocese of Tyler,TX,
TX,liberty,Diocese of Beaumont,TX,
TX,limestone,Diocese of Austin,TX,
TX,lipscomb,Diocese of Amarillo,TX,
TX,live oak,Diocese of Corpus Christi,TX,
TX,llano,Diocese of Austin,TX,
TX,loving,Diocese of El Paso,TX,
TX,lubbock,Diocese of Lubbock,TX,
TX,lynn,Diocese of Lubbock,TX,
TX,madison,Diocese of Tyler,TX,
TX,marion,Diocese of Tyler,TX,
TX,martin,Diocese of San Angelo,TX,
TX,mason,Diocese of Austin,TX,
TX,matagorda,Diocese of Victoria,TX,
TX,maverick,Diocese of Laredo,TX,
TX,mcculloch,Diocese of San Angelo,TX,
TX,mclennan,Diocese of Austin,TX,
TX,mcmullen,Archdiocese of San Antonio,TX,Diocese of Corpus Christi
TX,medina,Archdiocese of San Antonio,TX,
TX,menard,Diocese of San Angelo,TX,
TX,midland,Diocese of San Angelo,TX,
TX,milam,Diocese of Austin,TX,
TX,mills,Diocese of Austin,TX,
TX,mitchell,Diocese of San Angelo,TX,
TX,montague,Diocese of Fort Worth,TX,
TX,montgomery,Archdiocese of Galveston–Houston,TX,
TX,moore,Diocese of Amarillo,TX,
TX,morris,Diocese of Tyler,TX,
TX,motley,Diocese of Lubbock,TX,
TX,nacogdoches,Diocese of Tyler,TX,
TX,navarro,Diocese of Dallas,TX,
TX,newton,Diocese of Beaumont,TX,
TX,nolan,Diocese of San Angelo,TX,
TX,nueces,Diocese of Corpus Christi,TX,
TX,ochiltree,Diocese of Amarillo,TX,
TX,oldham,Diocese of Amarillo,TX,
TX,orange,Diocese of Beaumont,TX,
TX,palo pinto,Diocese of Fort Worth,TX,
TX,panola,Diocese of Tyler,TX,
TX,parker,Diocese of Fort Worth,TX,
TX,parmer,Diocese of Amarillo,TX,
TX,pecos,Diocese of San Angelo,TX,
TX,polk,Diocese of Beaumont,TX,
TX,potter,Diocese of Amarillo,TX,
TX,presidio,Diocese of El Paso,TX,
TX,rains,Diocese of Tyler,TX,
TX,randall,Diocese of Amarillo,TX,
TX,reagan,Diocese of San Angelo,TX,
TX,real,Archdiocese of San Antonio,TX,
TX,red river,Diocese of Tyler,TX,
TX,reeves,Diocese of El Paso,TX,
TX,refugio,Diocese of Corpus Christi,TX,
TX,roberts,Diocese of Amarillo,TX,
TX,robertson,Diocese of Austin,TX,
TX,rockwall,Diocese of Dallas,TX,
TX,runnels,Diocese of San Angelo,TX,
TX,rusk,Diocese of Tyler,TX,
TX,sabine,Diocese of Tyler,TX,
TX,san augustine,Diocese of Tyler,TX,
TX,san jacinto,Archdiocese of Galveston–Houston,TX,
TX,san patricio,Diocese of Corpus Christi,TX,
TX,san saba,Diocese of Austin,TX,
TX,schleicher,Diocese of San Angelo,TX,
TX,scurry,Diocese of Lubbock,TX,
TX,shackelford,Diocese of Fort Worth,TX,
TX,shelby,Diocese of Tyler,TX,
TX,sherman,Diocese of Amarillo,TX,
TX,smith,Diocese of Tyler,TX,
TX,somervell,Diocese of Fort Worth,TX,
TX,starr,Diocese of Brownsville,TX,
TX,stephens,Diocese of Fort Worth,TX,
TX,sterling,Diocese of San Angelo,TX,
TX,stonewall,Diocese of Lubbock,TX,
TX,sutton,Diocese of San Angelo,TX,
TX,swisher,Diocese of Amarillo,TX,
TX,tarrant,Diocese of Fort Worth,TX,
TX,taylor,Diocese of San Angelo,TX,
TX,terrell,Diocese of San Angelo,TX,
TX,terry,Diocese of Lubbock,TX,
TX,throckmorton,Diocese of Fort Worth,TX,
TX,titus,Diocese of Tyler,TX,
TX,tom green,Diocese of San Angelo,TX,
TX,travis,Diocese of Austin,TX,
TX,trinity,Diocese of Tyler,TX,
TX,tyler,Diocese of Beaumont,TX,
TX,upshur,Diocese of Tyler,TX,
TX,upton,Diocese of San Angelo,TX,
TX,uvalde,Archdiocese of San Antonio,TX,
TX,val verde,Archdiocese of San Antonio,TX,
TX,van zandt,Diocese of Tyler,TX,
TX,victoria,Diocese of Victoria,TX,
TX,walker,Archdiocese of Galveston–Houston,TX,
TX,waller,Archdiocese of Galveston–Houston,TX,
TX,ward,Diocese of El Paso,TX,
TX,washington,Diocese of Austin,TX,
TX,webb,Diocese of Laredo,TX,
TX,wharton,Diocese of Victoria,TX,
TX,wheeler,Diocese of Amarillo,TX,
TX,wichita,Diocese of Fort Worth,TX,
TX,wilbarger,Diocese of Fort Worth,TX,
TX,willacy,Diocese of Brownsville,TX,
TX,williamson,Diocese of Austin,TX,
TX,wilson,Archdiocese of San Antonio,TX,
TX,winkler,Diocese of El Paso,TX,
TX,wise,Diocese of Fort Worth,TX,
TX,wood,Diocese of Tyler,TX,
TX,yoakum,Diocese of Lubbock,TX,
TX,young,Diocese of Fort Worth,TX,
TX,zapata,Diocese of Laredo,TX,
TX,zavala,Diocese of Laredo,TX,
UT,beaver,Diocese of Salt Lake City,UT,
UT,box elder,Diocese of Salt Lake City,UT,
UT,cache,Diocese of Salt Lake City,UT,
UT,carbon,Diocese of Salt Lake City,UT,
UT,daggett,Diocese of Salt Lake City,UT,
UT,davis,Diocese of Salt Lake City,UT,
UT,duchesne,Diocese of Salt Lake City,UT,
UT,emery,Diocese of Salt Lake City,UT,
UT,garfield,Diocese of Salt Lake City,UT,
UT,grand,Diocese of Salt Lake City,UT,
UT,iron,Diocese of Salt Lake City,UT,
UT,juab,Diocese of Salt Lake City,UT,
UT,kane,Diocese of Salt Lake City,UT,
UT,millard,Diocese of Salt Lake City,UT,
UT,morgan,Diocese of Salt Lake City,UT,
UT,piute,Diocese of Salt Lake City,UT,
UT,rich,Diocese of Salt Lake City,UT,
UT,salt lake,Diocese of Salt Lake City,UT,
UT,san juan,Diocese of Salt Lake City,UT,
UT,sanpete,Diocese of Salt Lake City,UT,
UT,sevier,Diocese of Salt Lake City,UT,
UT,summit,Diocese of Salt Lake City,UT,
UT,tooele,Diocese of Salt Lake City,UT,
UT,uintah,Diocese of Salt Lake City,UT,
UT,utah,Diocese of Salt Lake City,UT,
UT,wasatch,Diocese of Salt Lake City,UT,
UT,washington,Diocese of Salt Lake City,UT,
UT,wayne,Diocese of Salt Lake City,UT,
UT,weber,Diocese of Salt Lake City,UT,
VA,accomack,Diocese of Richmond,VA,
VA,albemarle,Diocese of Richmond,VA,
VA,alexandria city,Diocese of Arlington,VA,
VA,alleghany,Diocese of Richmond,VA,
VA,amelia,Diocese of Richmond,VA,
VA,amherst,Diocese of Richmond,VA,
VA,appomattox,Diocese of Richmond,VA,
VA,arlington,Diocese of Arlington,VA,
VA,augusta,Diocese of Richmond,VA,
VA,bath,Diocese of Richmond,VA,
VA,bedford,Diocese of Richmond,VA,
VA,bland,Diocese of Richmond,VA,
VA,botetourt,Diocese of Richmond,VA,
VA,bristol city,Diocese of Richmond,VA,
VA,brunswick,Diocese of Richmond,VA,
VA,buchanan,Diocese of Richmond,VA,
VA,buckingham,Diocese of Richmond,VA,
VA,buena vista city,Diocese of Richmond,VA,
VA,campbell,Diocese of Richmond,VA,
VA,caroline,Diocese of Richmond,VA,
VA,carroll,Diocese of Richmond,VA,
VA,charles city,Diocese of Richmond,VA,
VA,charlotte,Diocese of Richmond,VA,
VA,charlottesville city,Diocese of Richmond,VA,
VA,chesapeake city,Diocese of Richmond,VA,
VA,chesterfield,Diocese of Richmond,VA,
VA,clarke,Diocese of Arlington,VA,
VA,colonial heights city,Diocese of Richmond,VA,
VA,covington city,Diocese of Richmond,VA,
VA,craig,Diocese of Richmond,VA,
VA,culpeper,Diocese of Arlington,VA,
VA,cumberland,Diocese of Richmond,VA,
VA,danville city,Diocese of Richmond,VA,
VA,dickenson,Diocese of Richmond,VA,
VA,dinwiddie,Diocese of Richmond,VA,
VA,emporia city,Diocese of Richmond,VA,
VA,essex,Diocese of Richmond,VA,
VA,fairfax,Diocese of Arlington,VA,
VA,fairfax city,Diocese of Arlington,VA,
VA,falls church city,Diocese of Arlington,VA,
VA,fauquier,Diocese of Arlington,VA,
VA,floyd,Diocese of Richmond,VA,
VA,fluvanna,Diocese of Richmond,VA,
VA,franklin,Diocese of Richmond,VA,
VA,franklin city,Diocese of Richmond,VA,
VA,frederick,Diocese of Arlington,VA,
VA,fredericksburg city,Diocese of Arlington,VA,
VA,galax city,Diocese of Richmond,VA,
VA,giles,Diocese of Richmond,VA,
VA,gloucester,Diocese of Richmond,VA,
VA,goochland,Diocese of Richmond,VA,
VA,grayson,Diocese of Richmond,VA,
VA,greene,Diocese of Richmond,VA,
VA,greensville,Diocese of Richmond,VA,
VA,halifax,Diocese of Richmond,VA,
VA,hampton city,Diocese of Richmond,VA,
VA,hanover,Diocese of Richmond,VA,
VA,harrisonburg city,Diocese of Richmond,VA,
VA,henrico,Diocese of Richmond,VA,
VA,henry,Diocese of Richmond,VA,
VA,highland,Diocese of Richmond,VA,
VA,hopewell city,Diocese of Richmond,VA,
VA,isle of wight,Diocese of Richmond,VA,
VA,james city,Diocese of Richmond,VA,
VA,king and queen,Diocese of Richmond,VA,
VA,king george,Diocese of Arlington,VA,
VA,king william,Diocese of Richmond,VA,
VA,lancaster,Diocese of Arlington,VA,
VA,lee,Diocese of Richmond,VA,
VA,lexington city,Diocese of Richmond,VA,
VA,loudoun,Diocese of Arlington,VA,
VA,louisa,Diocese of Richmond,VA,
VA,lunenburg,Diocese of Richmond,VA,
VA,lynchburg city,Diocese of Richmond,VA,
VA,madison,Diocese of Arlington,VA,
VA,manassas city,Diocese of Arlington,VA,
VA,manassas park city,Diocese of Arlington,VA,
VA,martinsville city,Diocese of Richmond,VA,
VA,mathews,Diocese of Richmond,VA,
VA,mecklenburg,Diocese of Richmond,VA,
VA,middlesex,Diocese of Richmond,VA,
VA,montgomery,Diocese of Richmond,VA,
VA,nelson,Diocese of Richmond,VA,
VA,new kent,Diocese of Richmond,VA,
VA,newport news city,Diocese of Richmond,VA,
VA,norfolk city,Diocese of Richmond,VA,
VA,northampton,Diocese of Richmond,VA,
VA,northumberland,Diocese of Arlington,VA,
VA,norton city,Diocese of Richmond,VA,
VA,nottoway,Diocese of Richmond,VA,
VA,orange,Diocese of Arlington,VA,
VA,page,Diocese of Arlington,VA,
VA,patrick,Diocese of Richmond,VA,
VA,petersburg city,Diocese of Richmond,VA,
VA,pittsylvania,Diocese of Richmond,VA,
VA,poquoson city,Diocese of Richmond,VA,
VA,portsmouth city,Diocese of Richmond,VA,
VA,powhatan,Diocese of Richmond,VA,
VA,prince edward,Diocese of Richmond,VA,
VA,prince george,Diocese of Richmond,VA,
VA,prince william,Diocese of Arlington,VA,
VA,pulaski,Diocese of Richmond,VA,
VA,radford city,Diocese of Richmond,VA,
VA,rappahannock,Diocese of Arlington,VA,
VA,richmond,Diocese of Arlington,VA,
VA,richmond city,Diocese of Richmond,VA,
VA,roanoke,Diocese of Richmond,VA,
VA,roanoke city,Diocese of Richmond,VA,
VA,rockbridge,Diocese of Richmond,VA,
VA,rockingham,Diocese of Richmond,VA,
VA,russell,Diocese of Richmond,VA,
VA,salem city,Diocese of Richmond,VA,
VA,scott,Diocese of Richmond,VA,
VA,shenandoah,Diocese of Arlington,VA,
VA,smyth,Diocese of Richmond,VA,
VA,southampton,Diocese of Richmond,VA,
VA,spotsylvania,Diocese of Arlington,VA,
VA,stafford,Diocese of Arlington,VA,
VA,staunton city,Diocese of Richmond,VA,
VA,suffolk city,Diocese of Richmond,VA,
VA,surry,Diocese of Richmond,VA,
VA,sussex,Diocese of Richmond,VA,
VA,tazewell,Diocese of Richmond,VA,
VA,virginia beach city,Diocese of Richmond,VA,
VA,warren,Diocese of Arlington,VA,
VA,washington,Diocese of Richmond,VA,
VA,waynesboro city,Diocese of Richmond,VA,
VA,westmoreland,Diocese of Arlington,VA,
VA,williamsburg city,Diocese of Richmond,VA,
VA,winchester city,Diocese of Arlington,VA,
VA,wise,Diocese of Richmond,VA,
VA,wythe,Diocese of Richmond,VA,
VA,york,Diocese of Richmond,VA,
VI,st croix island,Diocese of Saint Thomas,VI,
VI,st john island,Diocese of Saint Thomas,VI,
VI,st thomas island,Diocese of Saint Thomas,VI,
VT,addison,Diocese of Burlington,VT,
VT,bennington,Diocese of Burlington,VT,
VT,caledonia,Diocese of Burlington,VT,
VT,chittenden,Diocese of Burlington,VT,
VT,essex,Diocese of Burlington,VT,
VT,franklin,Diocese of Burlington,VT,
VT,grand isle,Diocese of Burlington,VT,
VT,lamoille,Diocese of Burlington,VT,
VT,orange,Diocese of Burlington,VT,
VT,orleans,Diocese of Burlington,VT,
VT,rutland,Diocese of Burlington,VT,
VT,washington,Diocese of Burlington,VT,
VT,windham,Diocese of Burlington,VT,
VT,windsor,Diocese of Burlington,VT,
WA,adams,Diocese of Spokane,WA,
WA,asotin,Diocese of Spokane,WA,
WA,benton,Diocese of Yakima,WA,
WA,chelan,Diocese of Yakima,WA,
WA,clallam,Archdiocese of Seattle,WA,
WA,clark,Archdiocese of Seattle,WA,
WA,columbia,Diocese of Spokane,WA,
WA,cowlitz,Archdiocese of Seattle,WA,
WA,douglas,Diocese of Yakima,WA,
WA,ferry,Diocese of Spokane,WA,
WA,franklin,Diocese of Spokane,WA,
WA,garfield,Diocese of Spokane,WA,
WA,grant,Diocese of Yakima,WA,
WA,grays harbor,Archdiocese of Seattle,WA,
WA,island,Archdiocese of Seattle,WA,
WA,jefferson,Archdiocese of Seattle,WA,
WA,king,Archdiocese of Seattle,WA,
WA,kitsap,Archdiocese of Seattle,WA,
WA,kittitas,Diocese of Yakima,WA,
WA,klickitat,Diocese of Yakima,WA,
WA,lewis,Archdiocese of Seattle,WA,
WA,lincoln,Diocese of Spokane,WA,
WA,mason,Archdiocese of Seattle,WA,
WA,okanogan,Diocese of Spokane,WA,
WA,pacific,Archdiocese of Seattle,WA,
WA,pend oreille,Diocese of Spokane,WA,
WA,pierce,Archdiocese of Seattle,WA,
WA,san juan,Archdiocese of Seattle,WA,
WA,skagit,Archdiocese of Seattle,WA,
WA,skamania,Archdiocese of Seattle,WA,
WA,snohomish,Archdiocese of Seattle,WA,
WA,spokane,Diocese of Spokane,WA,
WA,stevens,Diocese of Spokane,WA,
WA,thurston,Archdiocese of Seattle,WA,
WA,wahkiakum,Archdiocese of Seattle,WA,
WA,walla walla,Diocese of Spokane,WA,
WA,whatcom,Archdiocese of Seattle,WA,
WA,whitman,Diocese of Spokane,WA,
WA,yakima,Diocese of Yakima,WA,
WI,adams,Diocese of La Crosse,WI,
WI,ashland,Diocese of Superior,WI,
WI,barron,Diocese of Superior,WI,
WI,bayfield,Diocese of Superior,WI,
WI,brown,Diocese of Green Bay,WI,
WI,buffalo,Diocese of La Crosse,WI,
WI,burnett,Diocese of Superior,WI,
WI,calumet,Diocese of Green Bay,WI,
WI,chippewa,Diocese of La Crosse,WI,
WI,clark,Diocese of La Crosse,WI,
WI,columbia,Diocese of Madison,WI,
WI,crawford,Diocese of La Crosse,WI,
WI,dane,Diocese of Madison,WI,
WI,dodge,Archdiocese of Milwaukee,WI,
WI,door,Diocese of Green Bay,WI,
WI,douglas,Diocese of Superior,WI,
WI,dunn,Diocese of La Crosse,WI,
WI,eau claire,Diocese of La Crosse,WI,
WI,florence,Diocese of Green Bay,WI,
WI,fond du lac,Archdiocese of Milwaukee,WI,
WI,forest,Diocese of Green Bay,WI,
WI,grant,Diocese of Madison,WI,
WI,green,Diocese of Madison,WI,
WI,green lake,Diocese of Madison,WI,
WI,iowa,Diocese of Madison,WI,
WI,iron,Diocese of Superior,WI,
WI,jackson,Diocese of La Crosse,WI,
WI,jefferson,Diocese of Madison,WI,
WI,juneau,Diocese of La Crosse,WI,
WI,kenosha,Archdiocese of Milwaukee,WI,
WI,kewaunee,Diocese of Green Bay,WI,
WI,la crosse,Diocese of La Crosse,WI,
WI,lafayette,Diocese of Madison,WI,
WI,langlade,Diocese of Green Bay,WI,
WI,lincoln,Diocese of Superior,WI,
WI,manitowoc,Diocese of Green Bay,WI,
WI,marathon,Diocese of La Crosse,WI,
WI,marinette,Diocese of Green Bay,WI,
WI,marquette,Diocese of Madison,WI,
WI,menominee,Diocese of Green Bay,WI,
WI,milwaukee,Archdiocese of Milwaukee,WI,
WI,monroe,Diocese of La Crosse,WI,
WI,oconto,Diocese of Green Bay,WI,
WI,oneida,Diocese of Superior,WI,
WI,outagamie,Diocese of Green Bay,WI,
WI,ozaukee,Archdiocese of Milwaukee,WI,
WI,pepin,Diocese of La Crosse,WI,
WI,pierce,Diocese of La Crosse,WI,
WI,polk,Diocese of Superior,WI,
WI,portage,Diocese of La Crosse,WI,
WI,price,Diocese of Superior,WI,
WI,racine,Archdiocese of Milwaukee,WI,
WI,richland,Diocese of La Crosse,WI,
WI,rock,Diocese of Madison,WI,
WI,rusk,Diocese of Superior,WI,
WI,sauk,Diocese of Madison,WI,
WI,sawyer,Diocese of Superior,WI,
WI,shawano,Diocese of Green Bay,WI,
WI,sheboygan,Archdiocese of Milwaukee,WI,
WI,st croix,Diocese of Superior,WI,
WI,taylor,Diocese of Superior,WI,
WI,trempealeau,Diocese of La Crosse,WI,
WI,vernon,Diocese of La Crosse,WI,
WI,vilas,Diocese of Superior,WI,
WI,walworth,Archdiocese of Milwaukee,WI,
WI,washburn,Diocese of Superior,WI,
WI,washington,Archdiocese of Milwaukee,WI,
WI,waukesha,Archdiocese of Milwaukee,WI,
WI,waupaca,Diocese of Green Bay,WI,
WI,waushara,Diocese of Green Bay,WI,
WI,winnebago,Diocese of Green Bay,WI,
WI,wood,Diocese of La Crosse,WI,
WV,barbour,Diocese of Wheeling–Charleston,WV,
WV,berkeley,Diocese of Wheeling–Charleston,WV,
WV,boone,Diocese of Wheeling–Charleston,WV,
WV,braxton,Diocese of Wheeling–Charleston,WV,
WV,brooke,Diocese of Wheeling–Charleston,WV,
WV,cabell,Diocese of Wheeling–Charleston,WV,
WV,calhoun,Diocese of Wheeling–Charleston,WV,
WV,clay,Diocese of Wheeling–Charleston,WV,
WV,doddridge,Diocese of Wheeling–Charleston,WV,
WV,fayette,Diocese of Wheeling–Charleston,WV,
WV,gilmer,Diocese of Wheeling–Charleston,WV,
WV,grant,Diocese of Wheeling–Charleston,WV,
WV,greenbrier,Diocese of Wheeling–Charleston,WV,
WV,hampshire,Diocese of Wheeling–Charleston,WV,
WV,hancock,Diocese of Wheeling–Charleston,WV,
WV,hardy,Diocese of Wheeling–Charleston,WV,
WV,harrison,Diocese of Wheeling–Charleston,WV,
WV,jackson,Diocese of Wheeling–Charleston,WV,
WV,jefferson,Diocese of Wheeling–Charleston,WV,
WV,kanawha,Diocese of Wheeling–Charleston,WV,
WV,lewis,Diocese of Wheeling–Charleston,WV,
WV,lincoln,Diocese of Wheeling–Charleston,WV,
WV,logan,Diocese of Wheeling–Charleston,WV,
WV,marion,Diocese of Wheeling–Charleston,WV,
WV,marshall,Diocese of Wheeling–Charleston,WV,
WV,mason,Diocese of Wheeling–Charleston,WV,
WV,mcdowell,Diocese of Wheeling–Charleston,WV,
WV,mercer,Diocese of Wheeling–Charleston,WV,
WV,mineral,Diocese of Wheeling–Charleston,WV,
WV,mingo,Diocese of Wheeling–Charleston,WV,
WV,monongalia,Diocese of Wheeling–Charleston,WV,
WV,monroe,Diocese of Wheeling–Charleston,WV,
WV,morgan,Diocese of Wheeling–Charleston,WV,
WV,nicholas,Diocese of Wheeling–Charleston,WV,
WV,ohio,Diocese of Wheeling–Charleston,WV,
WV,pendleton,Diocese of Wheeling–Charleston,WV,
WV,pleasants,Diocese of Wheeling–Charleston,WV,
WV,pocahontas,Diocese of Wheeling–Charleston,WV,
WV,preston,Diocese of Wheeling–Charleston,WV,
WV,putnam,Diocese of Wheeling–Charleston,WV,
WV,raleigh,Diocese of Wheeling–Charleston,WV,
WV,randolph,Diocese of Wheeling–Charleston,WV,
WV,ritchie,Diocese of Wheeling–Charleston,WV,
WV,roane,Diocese of Wheeling–Charleston,WV,
WV,summers,Diocese of Wheeling–Charleston,WV,
WV,taylor,Diocese of Wheeling–Charleston,WV,
WV,tucker,Diocese of Wheeling–Charleston,WV,
WV,tyler,Diocese of Wheeling–Charleston,WV,
WV,upshur,Diocese of Wheeling–Charleston,WV,
WV,wayne,Diocese of Wheeling–Charleston,WV,
WV,webster,Diocese of Wheeling–Charleston,WV,
WV,wetzel,Diocese of Wheeling–Charleston,WV,
WV,wirt,Diocese of Wheeling–Charleston,WV,
WV,wood,Diocese of Wheeling–Charleston,WV,
WV,wyoming,Diocese of Wheeling–Charleston,WV,
WY,albany,Diocese of Cheyenne,WY,
WY,big horn,Diocese of Cheyenne,WY,
WY,campbell,Diocese of Cheyenne,WY,
WY,carbon,Diocese of Cheyenne,WY,
WY,converse,Diocese of Cheyenne,WY,
WY,crook,Diocese of Cheyenne,WY,
WY,fremont,Diocese of Cheyenne,WY,
WY,goshen,Diocese of Cheyenne,WY,
WY,hot springs,Diocese of Cheyenne,WY,
WY,johnson,Diocese of Cheyenne,WY,
WY,laramie,Diocese of Cheyenne,WY,
WY,lincoln,Diocese of Cheyenne,WY,
WY,natrona,Diocese of Cheyenne,WY,
WY,niobrara,Diocese of Cheyenne,WY,
WY,park,Diocese of Cheyenne,WY,
WY,platte,Diocese of Cheyenne,WY,
WY,sheridan,Diocese of Cheyenne,WY,
WY,sublette,Diocese of Cheyenne,WY,
WY,sweetwater,Diocese of Cheyenne,WY,
WY,teton,Diocese of Cheyenne,WY,
WY,uinta,Diocese of Cheyenne,WY,
WY,washakie,Diocese of Cheyenne,WY,
WY,weston,Diocese of Cheyenne,WY,
